dataset,policy,E,examples,N,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta
qasper,exact->bm25_state,75.0,1,290.0,4.0,4.0,0.05333333333333334,1.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,3.866666666666667
qasper,exact->bm25_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,exact->exact_new_address,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,exact->exact_new_address,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,exact->exact_new_address,14.0,1,148.0,4.0,2.0,0.14285714285714285,0.5,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,5.285714285714285
qasper,exact->exact_new_address,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,exact->exact_new_address,3.0,1,176.0,4.0,2.0,0.6666666666666666,0.5,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,29.333333333333332
qasper,exact->exact_new_address,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,exact->exact_new_address,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,exact->exact_new_address,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,exact->exact_new_address,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,1.6785714285714286
qasper,exact->exact_new_address,75.0,1,290.0,4.0,3.0,0.04,0.75,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,2.9
qasper,exact->exact_new_address,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,exact->hybrid_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,exact->hybrid_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,exact->hybrid_state,14.0,1,148.0,4.0,2.0,0.14285714285714285,0.5,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,5.285714285714285
qasper,exact->hybrid_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,exact->hybrid_state,3.0,1,176.0,4.0,2.0,0.6666666666666666,0.5,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,29.333333333333332
qasper,exact->hybrid_state,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,exact->hybrid_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,exact->hybrid_state,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,exact->hybrid_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,exact->hybrid_state,75.0,1,290.0,4.0,3.0,0.04,0.75,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,2.9
qasper,exact->hybrid_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,exact->native_semantic,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,exact->native_semantic,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,exact->native_semantic,14.0,1,148.0,4.0,2.0,0.14285714285714285,0.5,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,5.285714285714285
qasper,exact->native_semantic,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,exact->native_semantic,3.0,1,176.0,4.0,2.0,0.6666666666666666,0.5,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,29.333333333333332
qasper,exact->native_semantic,4.0,1,72.0,4.0,2.0,0.5,0.5,0.0,0.05555555555555555,1.0,0.9444444444444444,9.0
qasper,exact->native_semantic,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,exact->native_semantic,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,exact->native_semantic,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,exact->native_semantic,75.0,1,290.0,4.0,2.0,0.02666666666666667,0.5,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,1.9333333333333336
qasper,exact->native_semantic,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,gist->bm25_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,gist->bm25_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,gist->bm25_state,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,gist->bm25_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,gist->bm25_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,gist->bm25_state,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,gist->bm25_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,gist->bm25_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,gist->bm25_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,gist->bm25_state,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,gist->bm25_state,8.0,2,138.5,4.0,0.5,0.0625,0.125,0.0,0.03330928330928331,0.5,0.9666907166907167,2.953125
qasper,gist->exact_new_address,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,gist->exact_new_address,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,gist->exact_new_address,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,gist->exact_new_address,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,gist->exact_new_address,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,gist->exact_new_address,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,gist->exact_new_address,5.0,3,179.0,4.0,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,5.516666666666667
qasper,gist->exact_new_address,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,gist->exact_new_address,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,gist->exact_new_address,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,gist->exact_new_address,8.0,2,138.5,4.0,0.5,0.0625,0.125,0.0,0.03330928330928331,0.5,0.9666907166907167,2.953125
qasper,gist->hybrid_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,gist->hybrid_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,gist->hybrid_state,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,gist->hybrid_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,gist->hybrid_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,gist->hybrid_state,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,gist->hybrid_state,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,gist->hybrid_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,gist->hybrid_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,gist->hybrid_state,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,gist->hybrid_state,8.0,2,138.5,4.0,0.5,0.0625,0.125,0.0,0.03330928330928331,0.5,0.9666907166907167,2.953125
qasper,gist->native_semantic,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,gist->native_semantic,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,gist->native_semantic,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,gist->native_semantic,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,gist->native_semantic,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,gist->native_semantic,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,gist->native_semantic,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,gist->native_semantic,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,gist->native_semantic,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,gist->native_semantic,75.0,1,290.0,4.0,2.0,0.02666666666666667,0.5,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,1.9333333333333336
qasper,gist->native_semantic,8.0,2,138.5,4.0,0.5,0.0625,0.125,0.0,0.03330928330928331,0.5,0.9666907166907167,2.953125
qasper,hybrid->bm25_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,hybrid->bm25_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,hybrid->bm25_state,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,hybrid->bm25_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,hybrid->bm25_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,hybrid->bm25_state,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,hybrid->bm25_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,hybrid->bm25_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,hybrid->bm25_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,hybrid->bm25_state,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,hybrid->bm25_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,hybrid->exact_new_address,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,hybrid->exact_new_address,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,hybrid->exact_new_address,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,hybrid->exact_new_address,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,hybrid->exact_new_address,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,hybrid->exact_new_address,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,hybrid->exact_new_address,5.0,3,179.0,4.0,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,5.516666666666667
qasper,hybrid->exact_new_address,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,hybrid->exact_new_address,7.0,2,103.0,4.0,1.0,0.14285714285714285,0.25,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,3.678571428571429
qasper,hybrid->exact_new_address,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,hybrid->exact_new_address,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,hybrid->hybrid_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,hybrid->hybrid_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,hybrid->hybrid_state,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,hybrid->hybrid_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,hybrid->hybrid_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,hybrid->hybrid_state,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,hybrid->hybrid_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,hybrid->hybrid_state,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,hybrid->hybrid_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,hybrid->hybrid_state,75.0,1,290.0,4.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.0
qasper,hybrid->hybrid_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,hybrid->native_semantic,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,hybrid->native_semantic,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,hybrid->native_semantic,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,hybrid->native_semantic,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,hybrid->native_semantic,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,hybrid->native_semantic,4.0,1,72.0,4.0,2.0,0.5,0.5,0.0,0.05555555555555555,1.0,0.9444444444444444,9.0
qasper,hybrid->native_semantic,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,hybrid->native_semantic,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,hybrid->native_semantic,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,hybrid->native_semantic,75.0,1,290.0,4.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.0
qasper,hybrid->native_semantic,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
